1.605375,0.967265,2.268958,0.267017,1.949923,0.243892,0.953855,-0.216312,-0.035646,-0.094709,0.170584,0.061916
1.650908,0.920038,2.021177,0.437182,1.551457,0.023047,0.630019,-0.344780,0.057914,-0.283900,0.084135,0.067161
1.821112,0.893305,1.997402,0.252695,1.551517,-0.075383,0.373431,-0.213638,0.489624,-0.135004,0.113618,0.060285
1.905961,0.731221,1.853399,0.584919,1.133084,0.112290,0.614045,-0.325182,0.808800,-0.269194,0.188737,0.066421
1.779543,0.646432,1.977231,0.217897,1.381820,0.001751,0.352941,-0.216688,0.900966,-0.079397,0.120207,0.053623
1.546570,0.726080,1.597869,0.147353,1.269816,-0.045408,0.444110,-0.203132,0.730538,0.021466,0.159413,0.033446
1.433888,0.780411,1.718769,0.455540,1.625348,0.466038,0.803172,-0.741596,0.572805,-0.117906,0.317470,0.012481
1.499483,1.106830,1.539035,0.246099,1.375476,0.289535,0.771053,-0.565170,0.616606,0.131239,0.414602,-0.006803
1.579320,1.100169,1.445064,0.864823,1.450109,-0.086116,1.048590,-0.329610,0.349397,0.064948,0.446755,-0.003659
1.658251,1.142194,1.388326,0.713641,1.330204,-0.108394,1.365528,-0.068680,0.485924,0.059037,0.512786,0.002322
1.663919,1.247930,1.621885,0.864952,1.123394,-0.571884,1.493484,-0.004341,0.235092,0.050448,0.359164,0.025900
1.618439,0.911115,1.839189,0.826419,1.373036,-0.168723,1.215457,-0.155039,0.605001,-0.004698,0.210393,0.032377
1.674776,0.748732,1.940671,0.472919,1.289202,0.132167,1.485330,-0.136134,0.688601,0.111770,0.123195,0.041163
1.756353,0.417544,2.162376,0.711624,1.722675,-0.162047,1.288004,-0.164927,0.396632,-0.040118,0.050779,0.050985
1.662737,0.328849,2.254846,0.508634,2.058741,0.112846,1.142353,0.212048,0.441413,0.127460,-0.008069,0.034785
1.674179,0.570933,2.254142,0.717124,1.312212,0.248574,1.163971,0.026572,0.168524,0.017452,0.040798,0.070261
1.724133,0.299411,2.407194,0.697484,1.776403,0.566650,1.032683,0.186853,-0.281097,-0.085198,0.035328,0.082787
1.694971,0.655251,2.329380,0.300469,1.593020,0.780606,1.439460,0.304527,0.160389,0.045441,0.060458,0.072145
1.830070,0.607360,2.282197,0.364126,1.322194,0.750828,1.363553,0.149909,0.330452,0.002558,0.030820,0.086559
1.703465,0.590642,1.728187,0.422801,1.846230,1.091946,1.367512,0.205674,0.536430,0.264472,0.150702,0.034953
1.719571,0.822058,1.940253,0.182632,1.494962,0.927407,1.143358,0.002432,0.801535,-0.069373,0.134312,0.069000
1.767643,0.631049,1.913053,0.008958,1.139080,0.939531,0.999952,0.000931,0.680577,-0.205945,0.131795,0.074570
1.770130,0.904174,1.793254,-0.119539,0.749255,-0.045888,0.228587,-0.022850,0.396922,-0.233537,0.176005,0.070744
1.922913,0.745738,2.143486,-0.308940,0.626896,-0.564207,-0.022678,-0.174254,0.097939,-0.536821,-0.015237,0.091323
2.220710,0.806566,1.607011,-0.269926,0.141577,-0.983830,-0.070727,-0.351066,0.012147,-0.700039,-0.277906,0.029451
2.354240,0.917273,1.420511,-0.137993,0.075900,-1.395486,0.203565,-0.271955,0.175160,-0.867730,-0.382280,0.038446
2.620091,0.305889,-1.478862,-2.393253,-1.110996,-1.018621,0.854811,0.900129,0.381630,-0.442972,-0.117957,-0.068606
2.929984,0.870784,-2.195709,-1.793823,-1.164251,-2.852240,2.085156,2.397857,0.188299,-0.574988,-0.280167,-0.014291
2.182176,2.341667,-1.407292,-2.232075,0.342727,-3.492099,2.717578,2.874239,0.301152,-0.339897,-0.179695,-0.046036
2.237248,2.282833,-1.105796,-1.971020,0.762684,-3.432547,2.868379,2.999367,0.411086,-0.189718,-0.221664,0.020677
2.483061,2.192087,-0.766490,-1.433504,1.342959,-2.410809,3.036067,3.011663,0.328036,-0.178594,-0.204106,0.002418
3.464211,3.747795,0.900186,-0.758230,2.010257,-2.146589,3.185460,3.049492,0.351152,-0.105769,-0.154893,-0.030981
3.415852,2.569175,1.776262,0.504684,0.987836,0.023629,1.756132,1.998897,0.767895,0.214880,-0.274434,-0.078104
4.532105,4.120744,2.181435,-0.529711,1.718308,-2.109168,2.643952,3.271172,-0.047269,0.076424,-0.174791,-0.042538
4.428909,3.775631,1.933319,-0.200377,1.486560,-1.392308,2.685301,3.053976,-0.037036,0.247119,-0.167747,-0.033645
3.735468,3.130007,2.023853,0.617411,1.438475,-0.382350,2.264950,2.314182,0.405097,0.321714,-0.172939,-0.039165
2.919223,2.657055,1.662069,0.634996,1.405588,0.270687,1.740298,1.379412,0.533866,0.431731,0.053364,0.018836
2.937599,2.551228,1.976455,0.969316,1.512310,0.477574,1.425726,0.547852,0.197960,0.216795,-0.069800,-0.001083
4.931902,4.450460,2.589218,-0.779546,2.538276,-1.649139,2.710766,0.770580,0.143447,-0.051785,-0.460682,0.052171
3.005597,2.388951,1.638145,0.986480,1.185638,0.600414,0.815196,0.456946,0.208304,0.124184,-0.042586,-0.061233
4.179059,3.946552,1.926317,0.229094,1.147727,0.377546,1.802276,0.639448,0.224080,-0.070500,-0.191466,-0.073548
3.986538,3.192521,2.062091,0.482515,0.611408,0.976897,1.232008,1.104887,0.278690,-0.046829,-0.177665,-0.099597
6.170745,4.373540,2.999861,-2.743498,1.464841,0.824476,2.203876,1.320804,0.080710,0.269219,-0.483740,-0.083218
3.244157,2.368866,1.584536,0.942629,0.900372,1.083147,1.157466,0.832989,0.382246,-0.049676,-0.250868,-0.090617
4.218962,3.289687,1.729102,0.450605,0.355339,1.170689,1.523268,1.355903,0.523482,-0.213751,-0.236210,-0.126053
4.766644,3.426239,1.817200,-0.183358,0.180169,1.441353,1.726020,1.078621,0.327527,-0.251187,-0.263259,-0.110206
4.105490,3.646728,1.759026,-0.539624,0.560365,1.412023,1.631900,1.074037,0.103764,-0.062693,-0.313767,-0.108165
4.044568,2.887779,1.578930,-0.602665,0.452785,1.410105,1.571235,1.081863,-0.002933,-0.165234,-0.257084,-0.104570
4.313048,3.106450,1.784604,-1.190568,0.173890,1.602639,1.659285,1.036239,-0.232946,-0.199430,-0.334778,-0.100355
5.093676,3.015409,2.340573,-1.969877,-0.095663,2.025539,1.449700,1.005877,-0.594329,-0.156058,-0.420323,-0.133871
4.276561,3.132382,1.593271,-1.017240,-0.164088,1.489506,1.484328,0.793641,-0.059327,-0.554702,-0.422288,-0.122295
5.068805,3.174564,2.994343,-1.708343,-1.167527,1.623720,1.286015,0.613295,-0.316686,-0.607083,-0.497792,-0.142218
4.832852,3.119283,2.802420,-1.508425,-0.911696,0.983814,1.468494,0.553673,-0.745992,-0.549646,-0.487356,-0.169478
4.392078,2.943283,2.220076,-0.930451,-0.696309,1.002168,1.076073,0.625370,-0.475027,-0.769846,-0.399465,-0.149024
4.349460,3.148558,2.425800,-1.171313,-0.656456,0.739853,1.008251,0.678676,-1.069011,-0.566688,-0.355782,-0.159867
4.100433,3.166026,2.088108,-0.670602,-0.374205,0.277627,0.801341,0.515332,-0.937477,-0.626521,-0.297200,-0.144858
4.203957,3.015066,2.232414,-0.224354,-0.357572,0.437526,0.596102,-0.032612,-0.675865,-0.784608,-0.207378,-0.103616
3.885208,2.976510,2.107894,-0.565594,-0.330824,0.461908,0.518328,0.402115,-0.603645,-0.735808,-0.157466,-0.129326
4.360646,3.306635,2.396632,-0.522133,-0.575796,0.822499,0.702365,0.221992,-0.677250,-0.935626,-0.271933,-0.133827
3.982077,3.125989,1.936051,-0.076970,-0.046581,0.689174,0.740349,0.184182,-0.641780,-0.711439,-0.265396,-0.127767
3.951996,2.939427,1.818589,-0.100718,0.312817,0.755807,1.149097,0.499238,-0.584306,-0.733185,-0.329645,-0.142783
3.914361,3.071235,1.916136,0.149635,0.122237,0.710128,0.603050,0.288564,-0.545784,-0.802212,-0.210162,-0.121351
4.097094,3.304505,2.213517,0.030978,0.432027,0.518699,0.693368,0.721127,-0.498509,-0.860017,-0.161072,-0.123550
4.291696,3.123527,2.440242,0.135151,0.975610,0.938827,0.473844,0.745741,-0.586993,-0.779734,-0.093414,-0.086860
5.494966,2.584814,3.737743,-1.121629,1.535212,-0.256332,0.227774,1.551325,-0.370029,-1.163818,-0.135647,-0.025589
4.881539,2.718287,3.380229,0.495657,1.536004,-0.251178,-0.530983,1.528346,-0.114060,-0.721126,0.177453,0.000688
3.722138,3.280096,3.012880,1.390619,1.157529,-0.294277,-0.503566,0.441996,-0.030497,0.028355,0.164766,0.027271
3.977052,3.209070,2.918224,0.835224,0.965419,-0.141031,-0.457238,0.567767,-0.144125,-0.141375,0.408596,0.080365
