1.186052,0.743729,1.650701,0.181801,1.000326,-0.216425,0.117121,-0.391344,-0.034725,-0.004862,0.049222,-0.050119
1.259712,0.835980,1.586825,0.487449,1.162155,-0.345845,0.179475,-0.544449,-0.185017,-0.111231,0.289403,0.001537
1.263381,0.943299,1.676178,0.466951,1.329904,-0.543545,0.024631,-0.736814,-0.334085,-0.084257,0.300359,-0.005707
1.529781,1.256052,1.882339,0.467496,1.336173,-0.953978,-0.196650,-0.593223,-0.508620,-0.270398,0.211034,-0.039113
1.701023,1.346708,1.589996,0.122124,1.750221,-0.851147,-0.034670,-0.985327,-0.578786,-0.264512,-0.052184,-0.052778
1.759028,1.261589,1.658595,0.449044,1.429648,-0.747580,-0.000495,-1.044288,-0.613814,-0.215947,-0.092415,-0.065621
1.943463,1.090965,2.138688,0.474913,1.322519,-0.211730,0.341517,-0.939237,-0.443806,-0.445914,-0.173313,-0.008966
1.933844,0.898795,2.454886,1.037832,1.776887,0.234432,0.643123,-1.072475,-0.319065,-0.559448,-0.332212,0.052812
2.075916,1.068136,2.622080,0.589571,1.109020,0.001573,0.648257,-0.399762,-0.077240,-0.500314,-0.357071,0.050539
2.346200,1.388514,3.361895,0.994426,1.621687,0.435675,1.047689,0.230839,0.455680,-0.284112,-0.224308,0.079742
2.512286,1.882508,1.858458,1.347917,1.293443,0.807448,0.728146,0.444541,0.572761,0.088931,0.014503,0.044464
2.587289,2.119776,1.850261,1.734454,1.495967,1.250606,1.036941,0.767903,0.649704,0.364651,0.219618,0.047446
2.764450,2.349701,2.227793,1.988384,1.967253,1.531398,1.332089,1.295590,0.938671,0.650116,0.356604,0.083103
2.747194,2.264511,2.117790,1.973950,1.747248,1.663119,1.367291,1.155960,0.912727,0.603384,0.378622,0.077267
3.098332,2.863538,2.765201,2.538026,2.618589,1.847968,1.494080,1.278960,0.962765,0.646683,0.347296,0.110914
2.773701,2.416674,2.225634,2.101273,2.005572,1.723327,1.525725,1.285663,0.919184,0.665066,0.427457,0.093806
2.782098,2.334959,2.188025,2.067883,1.961946,1.600821,1.487804,1.159412,0.905303,0.721837,0.396574,0.089357
2.775037,2.401830,2.216770,2.104673,1.935340,1.666501,1.437970,1.112136,0.927879,0.645474,0.357077,0.088762
2.949312,2.542507,2.512480,2.388912,2.210306,1.887107,1.567473,1.222272,0.942392,0.675886,0.365183,0.107453
2.716552,2.294751,2.152879,1.958350,1.786969,1.612741,1.368898,1.142624,0.890113,0.602807,0.383725,0.080179
2.751317,2.319733,2.085281,1.968991,1.719084,1.568983,1.367488,1.041998,0.802232,0.550485,0.309258,0.075420
3.101978,2.866277,2.787561,2.367873,2.395018,1.916579,1.695811,1.280714,0.772009,0.652219,0.402200,0.114201
2.746587,2.274053,2.155200,1.992015,1.774248,1.585648,1.409640,1.172750,0.931334,0.654448,0.397798,0.085164
2.713863,2.268830,2.071649,1.918124,1.693764,1.486730,1.273688,1.033641,0.845319,0.593205,0.331050,0.074057
2.856070,2.467704,2.284491,2.196252,1.970952,1.768757,1.423614,1.235262,0.882119,0.629996,0.390374,0.096115
3.182186,2.933425,2.860170,2.604605,2.398960,1.955827,1.631820,1.226769,0.876877,0.556131,0.399919,0.113337
2.802202,2.350041,2.212290,2.048253,1.804306,1.634146,1.337142,1.121927,0.843961,0.555745,0.357384,0.082522
2.767016,2.361661,2.139198,1.967486,1.771763,1.549404,1.301497,1.000038,0.770343,0.574328,0.333667,0.075649
3.232762,3.041222,2.894966,2.712580,2.597694,1.672721,1.621673,1.366068,0.931283,0.579017,0.305279,0.110256
3.118976,2.952271,3.008906,2.524893,2.574273,2.344540,1.526551,1.265971,0.919447,0.508663,0.286904,0.104171
2.780233,2.336166,2.160630,1.956315,1.759968,1.490691,1.344587,1.008413,0.763346,0.540135,0.265847,0.072930
