2.096918,0.832085,1.976046,0.961576,2.029477,1.368860,1.980329,0.612292,0.762336,0.121454,0.205986,0.075904
1.986865,0.806695,1.970066,0.980201,1.601063,1.876814,1.864907,0.311359,0.789022,0.391862,0.010778,0.070777
2.095226,0.501639,1.952874,0.612941,1.908699,1.797610,2.358234,0.521818,0.855814,0.709959,0.212421,0.035302
1.877068,0.610859,2.284205,0.420142,1.855671,2.138914,2.548386,0.472885,1.104056,0.319922,0.270133,0.069197
1.992679,0.846753,2.175279,0.435280,1.831299,1.619694,2.147841,0.239201,0.947366,0.100364,0.341938,0.077589
1.919962,0.931783,2.063443,0.348602,2.184302,1.542198,1.718250,0.412984,0.682897,0.009749,0.351278,0.069642
1.821668,0.885928,1.684229,0.165068,2.273156,1.133851,1.413640,0.382703,0.664455,-0.404562,0.131148,0.121533
2.059819,0.809732,1.153722,0.526963,2.038628,0.766844,1.258580,0.370253,0.344050,-0.232989,0.043289,0.089859
2.079742,1.023077,1.420446,0.810059,1.831436,1.021473,1.193860,-0.007491,0.339478,-0.163625,-0.182078,0.083252
2.381833,1.032295,1.650820,1.141902,1.733825,0.357242,0.958742,-0.630893,-0.069517,-0.238092,-0.256106,0.045242
2.336122,1.145745,1.982328,1.495589,1.534759,0.403152,1.057513,-1.037770,-0.309032,-0.600084,-0.282247,0.014243
2.210222,1.085394,2.302816,1.802722,2.024152,0.302483,0.878508,-1.153169,-0.577563,-0.534527,-0.183625,0.004683
2.397481,0.831574,1.785781,1.425514,2.049482,-0.073354,0.472441,-0.890974,-0.657362,-0.385019,-0.392110,-0.010917
2.651707,0.927237,2.071761,1.491404,2.565404,0.276921,0.740311,-0.756719,-0.221635,-0.353165,-0.377481,0.050410
2.717503,0.981946,1.960424,1.440714,2.933483,0.485975,0.901151,-0.725033,-0.261881,-0.218729,-0.415463,0.051055
2.764686,0.929506,2.469015,1.390487,3.289870,0.732829,0.704409,-0.843118,-0.275227,-0.314917,-0.381284,0.051723
2.674805,1.283937,2.892556,1.277616,3.219797,0.627513,0.672005,-0.764108,-0.372787,-0.359785,-0.232981,0.035302
